Sport,Franchise ID,City of Team,Team Name,Season Win Loss Record,Season Win Percentage,Season Payroll,Season,Season Start Month & Year,Season End Month & Year,"Playoff Round elminated (0 = missed playoffs, 5 = Won Championship)",,,,,,,,,,,,,,,,,,,
Hockey,11,Boston,Bruins,49-29-4,0.622,65575474,2011-2012,2011-10-06,2012-06-11,1,,,,,,,,,,,,,,,,,,,
Hockey,12,Chicago,Blackhawks,45-26-11,0.616,67387628,2011-2012,2011-10-06,2012-06-11,2,,,,,,,,,,,,,,,,,,,
Hockey,13,New York,Islanders,34-37-11,0.482,46868582,2011-2012,2011-10-06,2012-06-11,0,,,,,,,,,,,,,,,,,,,
Hockey,14,Pittsburgh,Penguins,51-25-6,0.659,69698167,2011-2012,2011-10-06,2012-06-11,2,,,,,,,,,,,,,,,,,,,
Hockey,15,Detroit,Red Wings,48-28-6,0.622,61868709,2011-2012,2011-10-06,2012-06-11,2,,,,,,,,,,,,,,,,,,,
Hockey,16,St. Louis,Blues,49-22-11,0.665,56524165,2011-2012,2011-10-06,2012-06-11,2,,,,,,,,,,,,,,,,,,,
Hockey,17,Washington,Capitals,42-32-8,0.561,71897127,2011-2012,2011-10-06,2012-06-11,1,,,,,,,,,,,,,,,,,,,
Hockey,18,Florida,Panthers,38-26-18,0.573,56111167,2011-2012,2011-10-06,2012-06-11,1,,,,,,,,,,,,,,,,,,,
Hockey,19,Toronto,Maple Leafs,35-37-10,0.488,60365000,2011-2012,2011-10-06,2012-06-11,0,,,,,,,,,,,,,,,,,,,
Hockey,20,New Jersey,Devils,48-28-6,0.622,63401668,2011-2012,2011-10-06,2012-06-11,4,,,,,,,,,,,,,,,,,,,
Hockey,21,Los Angeles,Kings,40-27-15,0.579,74343200,2011-2012,2011-10-06,2012-06-11,5,,,,,,,,,,,,,,,,,,,
Hockey,23,Colorado,Avalanche,41-35-6,0.537,48970332,2011-2012,2011-10-06,2012-06-11,0,,,,,,,,,,,,,,,,,,,
Hockey,24,Edmonton,Oilers,32-40-10,0.451,65931999,2011-2012,2011-10-06,2012-06-11,0,,,,,,,,,,,,,,,,,,,
Hockey,25,Carolina,Hurricanes,33-33-16,0.5,62025331,2011-2012,2011-10-06,2012-06-11,0,,,,,,,,,,,,,,,,,,,
Hockey,26,Dallas,Stars,42-35-5,0.543,50288332,2011-2012,2011-10-06,2012-06-11,0,,,,,,,,,,,,,,,,,,,
Hockey,27,Ottawa,Senators,41-31-10,0.561,54575833,2011-2012,2011-10-06,2012-06-11,1,,,,,,,,,,,,,,,,,,,
Hockey,28,Minnesota,Wild,35-36-11,0.494,52212500,2011-2012,2011-10-06,2012-06-11,0,,,,,,,,,,,,,,,,,,,
Hockey,30,Montreal,Canadiens,31-35-16,0.476,54964175,2011-2012,2011-10-06,2012-06-11,0,,,,,,,,,,,,,,,,,,,
Hockey,31,Tampa Bay,Lightning,38-36-8,0.512,63807088,2011-2012,2011-10-06,2012-06-11,0,,,,,,,,,,,,,,,,,,,
Hockey,32,Winnipeg,Jets,37-35-10,0.512,52629958,2011-2012,2011-10-06,2012-06-11,0,,,,,,,,,,,,,,,,,,,
Hockey,8,Philadelphia,Flyers,47?23?12,0.646,N/A,2010?2011,2010?10?06,2011?06?15,1,,,,,,,,,,,,,,,,,,,
Hockey,14,Pittsburgh,Penguins,49?25?8,0.659,N/A,2010?2011,2010?10?06,2011?06?15,1,,,,,,,,,,,,,,,,,,,
Hockey,13,New York,Rangers,44?33?5,0.567,N/A,2010?2011,2010?10?06,2011?06?15,1,,,,,,,,,,,,,,,,,,,
Hockey,20,New Jersey,Devils,38?39?5,0.494,N/A,2010?2011,2010?10?06,2011?06?15,0,,,,,,,,,,,,,,,,,,,
Hockey,22,New York,Islanders,30?39?13,0.445,N/A,2010?2011,2010?10?06,2011?06?15,0,,,,,,,,,,,,,,,,,,,
Hockey,11,Boston,Bruins,46?25?11,0.61,N/A,2010?2011,2010?10?06,2011?06?15,5,,,,,,,,,,,,,,,,,,,
Hockey,30,Montreal,Canadiens,44?30?8,0.585,N/A,2010?2011,2010?10?06,2011?06?15,1,,,,,,,,,,,,,,,,,,,
Hockey,7,Buffalo,Sabres,43?29?10,0.585,N/A,2010?2011,2010?10?06,2011?06?15,1,,,,,,,,,,,,,,,,,,,
Hockey,19,Toronto,Maple Leafs,37?34?11,0.518,N/A,2010?2011,2010?10?06,2011?06?15,0,,,,,,,,,,,,,,,,,,,
Hockey,27,Ottawa,Senators,32?40?10,0.451,N/A,2010?2011,2010?10?06,2011?06?15,0,,,,,,,,,,,,,,,,,,,
Hockey,17,Washington,Capitals,48?23?11,0.652,N/A,2010?2011,2010?10?06,2011?06?15,1,,,,,,,,,,,,,,,,,,,
Hockey,31,Tampa Bay,Lightning,46?25?11,0.628,N/A,2010?2011,2010?10?06,2011?06?15,2,,,,,,,,,,,,,,,,,,,
Hockey,25,Carolina,Hurricanes,40?31?11,0.555,N/A,2010?2011,2010?10?06,2011?06?15,0,,,,,,,,,,,,,,,,,,,
Hockey,18,Florida,Panthers,30?40?12,0.439,N/A,2010?2011,2010?10?06,2011?06?15,0,,,,,,,,,,,,,,,,,,,
Hockey,15,Detroit,Red Wings,47?25?10,0.634,N/A,2010?2011,2010?10?06,2011?06?15,2,,,,,,,,,,,,,,,,,,,
Hockey,5,Nashville,Predators,44?27?11,0.604,N/A,2010?2011,2010?10?06,2011?06?15,1,,,,,,,,,,,,,,,,,,,
Hockey,12,Chicago,Blackhawks,44?29?9,0.591,N/A,2010?2011,2010?10?06,2011?06?15,2,,,,,,,,,,,,,,,,,,,
Hockey,2,Calgary,Flames,41?29?12,0.573,N/A,2010?2011,2010?10?06,2011?06?15,0,,,,,,,,,,,,,,,,,,,
Hockey,28,Minnesota,Wild,39?35?8,0.524,N/A,2010?2011,2010?10?06,2011?06?15,0,,,,,,,,,,,,,,,,,,,
Hockey,23,Colorado,Avalanche,30?44?8,0.415,N/A,2010?2011,2010?10?06,2011?06?15,0,,,,,,,,,,,,,,,,,,,
Hockey,24,Edmonton,Oilers,25?45?12,0.378,N/A,2010?2011,2010?10?06,2011?06?15,0,,,,,,,,,,,,,,,,,,,
Hockey,21,Los Angeles,Kings,46?30?6,0.579,N/A,2010?2011,2010?10?06,2011?06?15,1,,,,,,,,,,,,,,,,,,,
Hockey,10,Anaheim,Ducks,47?30?5,0.604,N/A,2010?2011,2010?10?06,2011?06?15,2,,,,,,,,,,,,,,,,,,,
Hockey,4,Phoenix,Coyotes,43?26?13,0.604,N/A,2010?2011,2010?10?06,2011?06?15,1,,,,,,,,,,,,,,,,,,,
Hockey,9,Vancouver,Canucks,54?19?9,0.677,N/A,2010?2011,2010?10?06,2011?06?15,4,,,,,,,,,,,,,,,,,,,
Hockey,26,Dallas,Stars,42-29-11,0.579,N/A,2010?2011,2010?10?06,2011?06?15,0,,,,,,,,,,,,,,,,,,,
Hockey,1,San Jose,Sharks,48-25-9,0.64,N/A,2010?2011,2010?10?06,2011?06?15,3,,,,,,,,,,,,,,,,,,,
Hockey,17,Washington,Capitals,54?15?13,0.743,N/A,2009?2010,2009-10-01,2010-04-11,1,,,,,,,,,,,,,,,,,,,
Hockey,20,New Jersey,Devils,48?27?7,0.619,N/A,2009?2010,2009-10-01,2010-04-11,1,,,,,,,,,,,,,,,,,,,
Hockey,7,Buffalo,Sabres,45?27?10,0.622,N/A,2009?2010,2009-10-01,2010-04-11,1,,,,,,,,,,,,,,,,,,,
Hockey,14,Pittsburgh,Penguins,47?28?7,0.625,N/A,2009?2010,2009-10-01,2010-04-11,2,,,,,,,,,,,,,,,,,,,
Hockey,27,Ottawa,Senators,44?32?6,0.598,N/A,2009?2010,2009-10-01,2010-04-11,1,,,,,,,,,,,,,,,,,,,
Hockey,11,Boston,Bruins,39?30?13,0.571,N/A,2009?2010,2009-10-01,2010-04-11,2,,,,,,,,,,,,,,,,,,,
Hockey,8,Philadelphia,Flyers,41?35?6,0.554,N/A,2009?2010,2009-10-01,2010-04-11,4,,,,,,,,,,,,,,,,,,,
Hockey,30,Montreal,Canadiens,39?33?10,0.541,N/A,2009?2010,2009-10-01,2010-04-11,1,,,,,,,,,,,,,,,,,,,
Hockey,13,New York,Rangers,38?33?11,0.531,N/A,2009?2010,2009-10-01,2010-04-11,0,,,,,,,,,,,,,,,,,,,
Hockey,2,Calgary,Flames,40?32?10,0.559,N/A,2009?2010,2009-10-01,2010-04-11,0,,,,,,,,,,,,,,,,,,,
Hockey,15,Detroit,Red Wings,44?24?14,0.605,N/A,2009?2010,2009-10-01,2010-04-11,1,,,,,,,,,,,,,,,,,,,
Hockey,12,Chicago,Blackhawks,52?22?8,0.707,N/A,2009?2010,2009-10-01,2010-04-11,5,,,,,,,,,,,,,,,,,,,
Hockey,9,Vancouver,Canucks,49?28?5,0.644,N/A,2009?2010,2009-10-01,2010-04-11,2,,,,,,,,,,,,,,,,,,,
Hockey,4,Phoenix,Coyotes,50?25?7,0.655,N/A,2009?2010,2009-10-01,2010-04-11,1,,,,,,,,,,,,,,,,,,,
Hockey,21,Los Angeles,Kings,46?27?9,0.622,N/A,2009?2010,2009-10-01,2010-04-11,1,,,,,,,,,,,,,,,,,,,
Hockey,5,Nashville,Predators,47?29?6,0.621,N/A,2009?2010,2009-10-01,2010-04-11,1,,,,,,,,,,,,,,,,,,,
Hockey,23,Colorado,Avalanche,43?30?9,0.577,N/A,2009?2010,2009-10-01,2010-04-11,1,,,,,,,,,,,,,,,,,,,
Hockey,1,San Jose,Sharks,51?20?11,0.672,N/A,2009?2010,2009-10-01,2010-04-11,2,,,,,,,,,,,,,,,,,,,
Hockey,10,Anaheim,Ducks,39?32?11,0.543,N/A,2009?2010,2009-10-01,2010-04-11,0,,,,,,,,,,,,,,,,,,,
Hockey,26,Dallas,Stars,37?31?14,0.527,N/A,2009?2010,2009-10-01,2010-04-11,0,,,,,,,,,,,,,,,,,,,
Hockey,28,Minnesota,Wild,38?36?8,0.533,N/A,2009?2010,2009-10-01,2010-04-11,0,,,,,,,,,,,,,,,,,,,
Hockey,3,Columbus,Blue Jackets,32?35?15,0.439,N/A,2009?2010,2009-10-01,2010-04-11,0,,,,,,,,,,,,,,,,,,,
Hockey,24,Edmonton,Oilers,27?47?8,0.317,N/A,2009?2010,2009-10-01,2010-04-11,0,,,,,,,,,,,,,,,,,,,
Hockey,19,Toronto,Maple Leafs,30?38?14,0.433,N/A,2009?2010,2009-10-01,2010-04-11,0,,,,,,,,,,,,,,,,,,,
Hockey,18,Florida,Panthers,32?37?13,0.447,N/A,2009?2010,2009-10-01,2010-04-11,0,,,,,,,,,,,,,,,,,,,
Hockey,1,San Jose,Sharks,53?18?11,0.713,N/A,2008?2009,2008?10?04,2009?06?12,2,,,,,,,,,,,,,,,,,,,
Hockey,11,Boston,Bruins,53?19?10,0.707,N/A,2008?2009,2008?10?04,2009?06?12,1,,,,,,,,,,,,,,,,,,,
Hockey,15,Detroit,Red Wings,51?21?10,0.683,N/A,2008?2009,2008?10?04,2009?06?12,4,,,,,,,,,,,,,,,,,,,
Hockey,17,Washington,Capitals,50?24?8,0.659,N/A,2008?2009,2008?10?04,2009?06?12,1,,,,,,,,,,,,,,,,,,,
Hockey,20,New Jersey,Devils,51?27?4,0.646,N/A,2008?2009,2008?10?04,2009?06?12,1,,,,,,,,,,,,,,,,,,,
Hockey,14,Pittsburgh,Penguins,45?28?9,0.604,N/A,2008?2009,2008?10?04,2009?06?12,5,,,,,,,,,,,,,,,,,,,
Hockey,8,Philadelphia,Flyers,44?27?5,0.604,N/A,2008?2009,2008?10?04,2009?06?12,1,,,,,,,,,,,,,,,,,,,
Hockey,23,Colorado,Avalanche,32?45?5,0.421,N/A,2008?2009,2008?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,7,Buffalo,Sabres,41?32?9,0.555,N/A,2008?2009,2008?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,3,Columbus,Blue Jackets,41?31?10,0.561,N/A,2008?2009,2008?10?04,2009?06?12,1,,,,,,,,,,,,,,,,,,,
Hockey,2,Calgary,Flames,46?30?6,0.598,N/A,2008?2009,2008?10?04,2009?06?12,1,,,,,,,,,,,,,,,,,,,
Hockey,12,Chicago,Blackhawks,46?24?12,0.634,N/A,2008?2009,2008?10?04,2009?06?12,2,,,,,,,,,,,,,,,,,,,
Hockey,25,Carolina,Hurricanes,45?30?7,0.591,N/A,2008?2009,2008?10?04,2009?06?12,2,,,,,,,,,,,,,,,,,,,
Hockey,19,Toronto,Maple Leafs,34?35?13,0.494,N/A,2008?2009,2008?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,27,Ottawa,Senators,36?35?11,0.506,N/A,2008?2009,2008?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,24,Edmonton,Oilers,38?35?9,0.518,N/A,2008?2009,2008?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,26,Dallas,Stars,36?35?11,0.506,N/A,2008?2009,2008?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,22,New York,Islanders,26?47?9,0.372,N/A,2008?2009,2008?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,9,Vancouver,Canucks,45?27?10,0.61,N/A,2008?2009,2008?10?04,2009?06?12,2,,,,,,,,,,,,,,,,,,,
Hockey,16,St. Louis,Blues,41?31?10,0.561,N/A,2008?2009,2008?10?04,2009?06?12,1,,,,,,,,,,,,,,,,,,,
Hockey,32,Tampa Bay,Lightning,24?40?18,0.402,N/A,2008?2009,2008?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,18,Florida,Panthers,41?30?11,0.567,N/A,2008?2009,2008?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,4,Phoenix,Coyotes,36?39?7,0.482,N/A,2008?2009,2008?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,10,Anaheim,Ducks,42?33?7,0.555,N/A,2008?2009,2008?10?04,2009?06?12,1,,,,,,,,,,,,,,,,,,,
Hockey,15,Detroit,Red Wings,54–21–7,0.683,N/A,2007-2008,2007?10?03,2009?06?12,5,,,,,,,,,,,,,,,,,,,
Hockey,1,San Jose,Sharks,49–23–10,0.644,N/A,2007-2008,2007?10?04,2009?06?12,2,,,,,,,,,,,,,,,,,,,
Hockey,14,Pittsburgh,Penguins,47–27–8,0.622,N/A,2007-2008,2007?10?03,2009?06?12,4,,,,,,,,,,,,,,,,,,,
Hockey,30,Montreal,Canadiens,47–25–10,0.634,N/A,2007-2008,2007?10?03,2009?06?12,2,,,,,,,,,,,,,,,,,,,
Hockey,19,Toronto,Maple Leafs,36–35–11,0.5,N/A,2007-2008,2007?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,20,New Jersey,Devils,46–29–7,0.579,N/A,2007-2008,2007?10?04,2009?06?12,1,,,,,,,,,,,,,,,,,,,
Hockey,8,Philadelphia,Flyers,42–29–11,0.576,N/A,2007-2008,2007?10?03,2009?06?12,3,,,,,,,,,,,,,,,,,,,
Hockey,29,Minnesota,Wild,44–28–10,0.598,N/A,2007-2008,2007?10?04,2009?06?12,1,,,,,,,,,,,,,,,,,,,
Hockey,23,Colorado,Avalanche,44–31–7,0.579,N/A,2007-2008,2007?10?03,2009?06?12,2,,,,,,,,,,,,,,,,,,,
Hockey,2,Calgary,Flames,42–30–10,0.573,N/A,2007-2008,2007?10?03,2009?06?12,1,,,,,,,,,,,,,,,,,,,
Hockey,26,Dallas,Stars,45–30–7,0.591,N/A,2007-2008,2007?10?03,2009?06?12,3,,,,,,,,,,,,,,,,,,,
Hockey,17,Washington,Capitals,43–31–8,0.573,N/A,2007-2008,2007?10?03,2009?06?12,1,,,,,,,,,,,,,,,,,,,
Hockey,18,Florida,Panthers,38–35–9,0.518,N/A,2007-2008,2007?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,7,Buffalo,Sabres,39–31–12,0.549,N/A,2007-2008,2007?10?03,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,12,Chicago,Blackhawks,40–34–8,0.537,N/A,2007-2008,2007?10?03,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,24,Edmonton,Oilers,41–35–6,0.518,N/A,2007-2008,2007?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,3,Columbus,Blue Jackets,34–36–12,0.445,N/A,2007-2008,2007?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,5,Nashville,Predators,41–32–9,0.555,N/A,2007-2008,2007?10?04,2009?06?12,1,,,,,,,,,,,,,,,,,,,
Hockey,11,Boston,Bruins,41–29–12,0.518,N/A,2007-2008,2007?10?03,2009?06?12,1,,,,,,,,,,,,,,,,,,,
Hockey,4,Phoenix,Coyotes,38–37–7,0.506,N/A,2007-2008,2007?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,21,Los Angeles,Kings,32–43–7,0.39,N/A,2007-2008,2007?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,31,Tampa Bay,Lightning,31–42–9,0.409,N/A,2007-2008,2007?10?04,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,16,St. Louis,Blues,33–36–13,0.457,N/A,2007-2008,2007?10?03,2009?06?12,0,,,,,,,,,,,,,,,,,,,
Hockey,10,Anaheim,Ducks,47–27–8,0.622,N/A,2007-2008,2007?10?03,2009?06?12,1,,,,,,,,,,,,,,,,,,,
Hockey,8,Philadelphia,Flyers,22?48?12,0.341,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,20,New Jersey,Devils,49?24?9,0.652,N/A,2006?2007,2006?10?04,2007?06?06,2,,,,,,,,,,,,,,,,,,,
Hockey,14,Pittsburgh,Penguins,47?24?11,0.64,N/A,2006?2007,2006?10?04,2007?06?06,1,,,,,,,,,,,,,,,,,,,
Hockey,22,New York,Rangers,42?30?10,0.573,N/A,2006?2007,2006?10?04,2007?06?06,2,,,,,,,,,,,,,,,,,,,
Hockey,27,New York,Islanders,40?30?12,0.561,N/A,2006?2007,2006?10?04,2007?06?06,1,,,,,,,,,,,,,,,,,,,
Hockey,7,Buffalo,Sabres,53?22?7,0.689,N/A,2006?2007,2006?10?04,2007?06?06,3,,,,,,,,,,,,,,,,,,,
Hockey,28,Minnesota,Wild,48?26?8,0.634,N/A,2006?2007,2006?10?04,2007?06?06,1,,,,,,,,,,,,,,,,,,,
Hockey,2,Calgary,Flames,43?29?10,0.585,N/A,2006?2007,2006?10?04,2007?06?06,1,,,,,,,,,,,,,,,,,,,
Hockey,15,Detroit,Red Wings,50?19?13,0.689,N/A,2006?2007,2006?10?04,2007?06?06,3,,,,,,,,,,,,,,,,,,,
Hockey,5,Nashville,Predators,51?23?8,0.671,N/A,2006?2007,2006?10?04,2007?06?06,1,,,,,,,,,,,,,,,,,,,
Hockey,25,Dallas,Stars,50?25?7,0.652,N/A,2006?2007,2006?10?04,2007?06?06,1,,,,,,,,,,,,,,,,,,,
Hockey,9,Vancouver,Canucks,49?26?7,0.64,N/A,2006?2007,2006?10?04,2007?06?06,2,,,,,,,,,,,,,,,,,,,
Hockey,23,Colorado,Avalanche,44?31?7,0.579,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,24,Edmonton,Oilers,32?43?7,0.433,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,3,Columbus,Blue Jackets,33?42?7,0.445,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,12,Chicago,Blackhawks,31?42?9,0.433,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,4,Phoenix,Coyotes,31?46?5,0.409,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,21,Los Angeles,Kings,27?41?14,0.415,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,10,Anaheim,Ducks,48?20?14,0.671,N/A,2006?2007,2006?10?04,2007?06?06,5,,,,,,,,,,,,,,,,,,,
Hockey,1,San Jose,Sharks,51–26–5,0.659,N/A,2006?2007,2006?10?04,2007?06?06,2,,,,,,,,,,,,,,,,,,,
Hockey,2,Calgary,Flames,43–29–10,0.585,N/A,2006?2007,2006?10?04,2007?06?06,1,,,,,,,,,,,,,,,,,,,
Hockey,3,Columbus,Blue Jackets,33–42–7,0.445,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,4,Phoenix,Coyotes,31–46–5,0.409,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,5,Nashville,Predators,51–23–3,0.671,N/A,2006?2007,2006?10?04,2007?06?06,1,,,,,,,,,,,,,,,,,,,
Hockey,7,Buffalo,Sabres,53–22–7,0.689,N/A,2006?2007,2006?10?04,2007?06?06,3,,,,,,,,,,,,,,,,,,,
Hockey,8,Philadelphia,Flyers,22–48–6,0.341,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,9,Vancouver,Canucks,49–26–7,0.659,N/A,2006?2007,2006?10?04,2007?06?06,2,,,,,,,,,,,,,,,,,,,
Hockey,10,Anaheim,Ducks,48–20–14,0.671,N/A,2006?2007,2006?10?04,2007?06?06,5,,,,,,,,,,,,,,,,,,,
Hockey,11,Boston,Bruins,35–41–6,0.463,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,12,Chicago,Blackhawks,31–42–2,0.433,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,13,New York,Rangers,42–30–5,0.573,N/A,2006?2007,2006?10?04,2007?06?06,2,,,,,,,,,,,,,,,,,,,
Hockey,14,Pittsburgh,Penguins,47–24–11,0.64,N/A,2006?2007,2006?10?04,2007?06?06,1,,,,,,,,,,,,,,,,,,,
Hockey,15,Detroit,Red Wings,50–19–8,0.689,N/A,2006?2007,2006?10?04,2007?06?06,3,,,,,,,,,,,,,,,,,,,
Hockey,16,St. Louis,Blues,34–35–7,0.494,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,17,Washington,Capitals,28–40–14,0.427,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,18,Florida,Panthers,35–31–16,0.524,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,19,Toronto,Maple Leafs,40–31–11,0.555,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,20,New Jersey,Devils,49–24–9,0.652,N/A,2006?2007,2006?10?04,2007?06?06,2,,,,,,,,,,,,,,,,,,,
Hockey,21,Los Angeles,Kings,27–41–14,0.415,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,22,New York,Islanders,40–30–12,0.561,N/A,2006?2007,2006?10?04,2007?06?06,1,,,,,,,,,,,,,,,,,,,
Hockey,23,Colorado,Avalanche,44–31–7,0.579,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,24,Edmonton,Oilers,32–43–7,0.433,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,25,Carolina,Hurricanes,40–34–8,0.537,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,26,Dallas,Stars,50–25–7,0.652,N/A,2006?2007,2006?10?04,2007?06?06,1,,,,,,,,,,,,,,,,,,,
Hockey,27,Ottawa,Senators,48–25–9,0.64,N/A,2006?2007,2006?10?04,2007?06?06,4,,,,,,,,,,,,,,,,,,,
Hockey,28,Minnesota,Wild,48–26–8,0.634,N/A,2006?2007,2006?10?04,2007?06?06,1,,,,,,,,,,,,,,,,,,,
Hockey,30,Montreal,Canadiens,42–34–6,0.549,N/A,2006?2007,2006?10?04,2007?06?06,0,,,,,,,,,,,,,,,,,,,
Hockey,31,Tampa Bay,Lightning,44–33–5,0.567,N/A,2006?2007,2006?10?04,2007?06?06,1,,,,,,,,,,,,,,,,,,,
Hockey,32,Atlanta,Thrashers,43-28-11,0.591,N/A,2006-2007,2006-10-04,2007?06?06,1,,,,,,,,,,,,,,,,,,,
Hockey,1,San Jose,Sharks,44-27-11,0.604,N/A,2005-2006,2005-10-05,2006-06-19,2,,,,,,,,,,,,,,,,,,,
Hockey,2,Calgary,Flames,46-25-11,0.628,N/A,2005-2006,2005-10-05,2006-06-19,1,,,,,,,,,,,,,,,,,,,
Hockey,3,Columbus,Blue Jackets,35-43-4,0.451,N/A,2005-2006,2005-10-05,2006-06-19,0,,,,,,,,,,,,,,,,,,,
Hockey,4,Phoenix,Coyotes,38-39-5,0.494,N/A,2005-2006,2005-10-05,2006-06-19,0,,,,,,,,,,,,,,,,,,,
Hockey,5,Nashville,Predators,49-25-8,0.646,N/A,2005-2006,2005-10-05,2006-06-19,1,,,,,,,,,,,,,,,,,,,
Hockey,7,Buffalo,Sabres,52-24-6,0.671,N/A,2005-2006,2005-10-05,2006-06-19,3,,,,,,,,,,,,,,,,,,,
Hockey,8,Philadelphia,Flyers,45-26-11,0.616,N/A,2005-2006,2005-10-05,2006-06-19,2,,,,,,,,,,,,,,,,,,,
Hockey,9,Vancouver,Canucks,42-32-8,0.561,N/A,2005-2006,2005-10-05,2006-06-19,0,,,,,,,,,,,,,,,,,,,
Hockey,10,Anaheim,Mighty Ducks,43-27-12,0.598,N/A,2005-2006,2005-10-05,2006-06-19,3,,,,,,,,,,,,,,,,,,,
Hockey,11,Boston,Bruins,29-37-16,0.451,N/A,2005-2006,2005-10-05,2006-06-19,0,,,,,,,,,,,,,,,,,,,
Hockey,12,Chicago,Blackhawks,26-43-13,0.396,N/A,2005-2006,2005-10-05,2006-06-19,0,,,,,,,,,,,,,,,,,,,
Hockey,13,New York,Rangers,44-26-12,0.61,N/A,2005-2006,2005-10-05,2006-06-19,1,,,,,,,,,,,,,,,,,,,
Hockey,14,Pittsburgh,Penguins,22-46-14,0.354,N/A,2005-2006,2005-10-05,2006-06-19,0,,,,,,,,,,,,,,,,,,,
Hockey,15,Detroit,Red Wings,58-16-8,0.756,N/A,2005-2006,2005-10-05,2006-06-19,2,,,,,,,,,,,,,,,,,,,
Hockey,16,St. Louis,Blues,21-46-15,0.348,N/A,2005-2006,2005-10-05,2006-06-19,0,,,,,,,,,,,,,,,,,,,
Hockey,17,Washington,Capitals,29-41-12,0.427,N/A,2005-2006,2005-10-05,2006-06-19,0,,,,,,,,,,,,,,,,,,,
Hockey,18,Florida,Panthers,37-34-11,0.518,N/A,2005-2006,2005-10-05,2006-06-19,0,,,,,,,,,,,,,,,,,,,
Hockey,19,Toronto,Maple Leafs,41-33-8,0.549,N/A,2005-2006,2005-10-05,2006-06-19,0,,,,,,,,,,,,,,,,,,,
Hockey,20,New Jersey,Devils,46-27-9,0.616,N/A,2005-2006,2005-10-05,2006-06-19,1,,,,,,,,,,,,,,,,,,,
Hockey,21,Los Angeles,Kings,42-35-5,0.543,N/A,2005-2006,2005-10-05,2006-06-19,0,,,,,,,,,,,,,,,,,,,
Hockey,22,New York,Islanders,36-40-6,0.476,N/A,2005-2006,2005-10-05,2006-06-19,0,,,,,,,,,,,,,,,,,,,
